AssemblyID	OperonSize	Category
GCF_004919045.1	6865	AdnAB
GCF_900169715.1	6871	AdnAB
GCF_000385945.1	6874	AdnAB
GCF_900090235.1	6880	AdnAB
GCF_004328625.1	6884	AdnAB
GCF_000429105.1	6886	AdnAB
GCF_002234535.1	6886	AdnAB
GCF_001659785.1	6889	AdnAB
GCF_003665435.1	6897	AdnAB
GCF_000312125.1	6903	AdnAB
GCF_003024475.1	6904	AdnAB
GCF_014650055.1	6904	AdnAB
GCF_000948395.1	6904	AdnAB
GCF_002954775.1	6914	AdnAB
GCF_014647875.1	6924	AdnAB
GCF_002861525.1	6925	AdnAB
GCF_009735315.1	6931	AdnAB
GCF_900477975.1	6932	AdnAB
GCF_000514815.1	6937	AdnAB
GCF_900637295.1	6937	AdnAB
GCF_005771565.1	6946	AdnAB
GCF_014653855.1	6947	AdnAB
GCF_900113445.1	6948	AdnAB
GCF_000421145.1	6949	AdnAB
GCF_009184865.1	6950	AdnAB
GCF_900112325.1	6955	AdnAB
GCF_000378845.1	6958	AdnAB
GCF_014648395.1	6967	AdnAB
GCF_001485145.1	6968	AdnAB
GCF_000626675.1	6977	AdnAB
GCF_014650075.1	6979	AdnAB
GCF_006094695.1	6982	AdnAB
GCF_000383595.1	6993	AdnAB
GCF_014202475.1	6998	AdnAB
GCF_014649355.1	7000	AdnAB
GCF_003391135.1	7002	AdnAB
GCF_000196675.1	7009	AdnAB
GCF_002082195.1	7015	AdnAB
GCF_900091495.1	7015	AdnAB
GCF_014644515.1	7018	AdnAB
GCF_014644495.1	7018	AdnAB
GCF_003955715.1	7021	AdnAB
GCF_900091455.1	7032	AdnAB
GCF_003963535.1	7034	AdnAB
GCF_004803895.1	7034	AdnAB
GCF_014650995.1	7034	AdnAB
GCF_001611795.1	7040	AdnAB
GCF_001293125.1	7047	AdnAB
GCF_004328535.1	7051	AdnAB
GCF_006546825.1	7051	AdnAB
GCF_014701095.1	7053	AdnAB
GCF_007970465.1	7055	AdnAB
GCF_001941445.1	7056	AdnAB
GCF_001553565.1	7057	AdnAB
GCF_000802245.2	7061	AdnAB
GCF_007362135.1	7063	AdnAB
GCF_003074055.1	7064	AdnAB
GCF_000185445.1	7066	AdnAB
GCF_014656195.1	7066	AdnAB
GCF_003209395.1	7071	AdnAB
GCF_900090285.1	7074	AdnAB
GCF_006546835.1	7075	AdnAB
GCF_002154505.1	7078	AdnAB
GCF_014650155.1	7078	AdnAB
GCF_014654675.1	7078	AdnAB
GCF_001418565.1	7079	AdnAB
GCF_014648975.1	7079	AdnAB
GCF_014646255.1	7083	AdnAB
GCF_900091605.1	7086	AdnAB
GCF_000813365.1	7089	AdnAB
GCF_008705135.1	7092	AdnAB
GCF_001514055.1	7097	AdnAB
GCF_014648075.1	7097	AdnAB
GCF_008831305.1	7099	AdnAB
GCF_004028635.1	7100	AdnAB
GCF_002804165.1	7102	AdnAB
GCF_000166135.1	7105	AdnAB
GCF_008704575.1	7107	AdnAB
GCF_013149785.1	7111	AdnAB
GCF_014651115.1	7111	AdnAB
GCF_001514035.1	7113	AdnAB
GCF_001434355.1	7117	AdnAB
GCF_001044425.1	7119	AdnAB
GCF_000235425.2	7120	AdnAB
GCF_007679425.1	7120	AdnAB
GCF_900091425.1	7122	AdnAB
GCF_003350585.1	7125	AdnAB
GCF_014650355.1	7128	AdnAB
GCF_900091445.1	7135	AdnAB
GCF_900091505.1	7143	AdnAB
GCF_900070355.1	7144	AdnAB
GCF_014646695.1	7146	AdnAB
GCF_900090105.1	7149	AdnAB
GCF_014650335.1	7151	AdnAB
GCF_900091545.1	7153	AdnAB
GCF_014655295.1	7157	AdnAB
GCF_014648695.1	7164	AdnAB
GCF_014217215.1	7167	AdnAB
GCF_009796285.1	7170	AdnAB
GCF_001983975.1	7174	AdnAB
GCF_900167525.1	7174	AdnAB
GCF_003344965.1	7174	AdnAB
GCF_002078235.1	7175	AdnAB
GCF_014649875.1	7177	AdnAB
GCF_014649135.1	7197	AdnAB
GCF_001513975.1	7198	AdnAB
GCF_001856685.1	7201	AdnAB
GCF_014650635.1	7204	AdnAB
GCF_015160875.1	7209	AdnAB
GCF_003112595.1	7217	AdnAB
GCF_014649515.1	7221	AdnAB
GCF_014649115.1	7221	AdnAB
GCF_900187235.1	7222	AdnAB
GCF_005280215.1	7236	AdnAB
GCF_014705925.2	7237	AdnAB
GCF_002911015.1	7238	AdnAB
GCF_000328705.1	7241	AdnAB
GCF_014650115.1	7255	AdnAB
GCF_014648915.1	7261	AdnAB
GCF_000261345.2	7262	AdnAB
GCF_008868685.1	7262	AdnAB
GCF_900103455.1	7264	AdnAB
GCF_001514265.1	7265	AdnAB
GCF_003813965.1	7272	AdnAB
GCF_001514125.1	7273	AdnAB
GCF_014649735.1	7273	AdnAB
GCF_014656175.1	7279	AdnAB
GCF_001660045.1	7280	AdnAB
GCF_000725495.1	7284	AdnAB
GCF_014647695.1	7287	AdnAB
GCF_014650735.1	7297	AdnAB
GCF_001751365.1	7301	AdnAB
GCF_009299385.1	7303	AdnAB
GCF_001005295.1	7304	AdnAB
GCF_001542625.1	7305	AdnAB
GCF_014649375.1	7307	AdnAB
GCF_014650435.1	7311	AdnAB
GCF_003001815.1	7315	AdnAB
GCF_002591335.1	7318	AdnAB
GCF_014654935.1	7323	AdnAB
GCF_001953875.1	7328	AdnAB
GCF_001275345.1	7330	AdnAB
GCF_003696265.1	7338	AdnAB
GCF_014645735.1	7339	AdnAB
GCF_900142575.1	7341	AdnAB
GCF_002860725.1	7348	AdnAB
GCF_002082585.1	7351	AdnAB
GCF_014647975.1	7353	AdnAB
GCF_014466955.1	7357	AdnAB
GCF_014656135.1	7357	AdnAB
GCF_014650695.1	7360	AdnAB
GCF_014655715.1	7366	AdnAB
GCF_003325375.1	7395	AdnAB
GCF_014648055.1	7401	AdnAB
GCF_000715845.1	7402	AdnAB
GCF_000826525.2	7402	AdnAB
GCF_014648635.1	7402	AdnAB
GCF_013913525.1	7403	AdnAB
GCF_009858255.1	7408	AdnAB
GCF_014646295.1	7408	AdnAB
GCF_014650035.1	7424	AdnAB
GCF_001750785.1	7437	AdnAB
GCF_014649655.1	7437	AdnAB
GCF_008704425.1	7443	AdnAB
GCF_900090265.1	7449	AdnAB
GCF_014653945.1	7464	AdnAB
GCF_013394065.1	7466	AdnAB
GCF_014203595.1	7468	AdnAB
GCF_002082175.1	7486	AdnAB
GCF_014656295.1	7487	AdnAB
GCF_014651135.1	7491	AdnAB
GCF_001905345.1	7508	AdnAB
GCF_001984445.1	7515	AdnAB
GCF_000725555.1	7537	AdnAB
GCF_001267885.1	7547	AdnAB
GCF_014650195.1	7552	AdnAB
GCF_003350525.1	7558	AdnAB
GCF_009600895.1	7573	AdnAB
GCF_014656275.1	7582	AdnAB
GCF_900104725.1	7606	AdnAB
GCF_002261115.1	7612	AdnAB
GCF_900215205.1	7618	AdnAB
GCF_014648375.1	7621	AdnAB
GCF_902375145.1	7660	AdnAB
GCF_009600885.1	7698	AdnAB
GCF_003097515.1	7735	AdnAB
GCF_014191935.1	7743	AdnAB
GCF_000829715.2	7746	AdnAB
GCF_003932715.1	7820	AdnAB
GCF_008704855.1	7832	AdnAB
GCF_014646275.1	7872	AdnAB
GCF_002209125.2	7893	AdnAB
GCF_009176265.1	8011	AdnAB
GCF_000568975.1	8029	AdnAB
GCF_014898155.1	8173	AdnAB
GCF_008698145.1	8281	AdnAB
GCF_004936435.1	8338	AdnAB
GCF_002802865.1	8338	AdnAB
GCF_004332295.1	8380	AdnAB
GCF_000429745.1	8431	AdnAB
GCF_010667645.1	8434	AdnAB
GCF_000304215.1	8602	AdnAB
GCF_009078285.1	8632	AdnAB
GCF_000737865.1	8647	AdnAB
GCF_010667655.1	8806	AdnAB
GCF_002802875.1	8887	AdnAB
GCF_001263395.1	9031	AdnAB
GCF_900094885.1	9033	AdnAB
GCF_001042695.1	9481	AdnAB
GCF_010667615.1	9669	AdnAB
GCF_000515355.1	2123	AdnAB
GCF_001050535.1	2153	AdnAB
GCF_000158915.1	2610	AdnAB
GCF_001700505.1	3595	AdnAB
GCF_000415505.1	3863	AdnAB
GCF_003265355.1	4051	AdnAB
GCF_014489575.1	4068	AdnAB
GCF_000297395.2	4348	AdnAB
GCF_001046855.1	4386	AdnAB
GCF_004526345.1	4543	AdnAB
GCF_001418495.1	4599	AdnAB
GCF_003696235.1	4898	AdnAB
GCF_009687885.1	4939	AdnAB
GCF_001751255.1	4983	AdnAB
GCF_004306155.1	5147	AdnAB
GCF_001046875.1	5188	AdnAB
GCF_000787775.1	5238	AdnAB
GCF_010892295.1	5245	AdnAB
GCF_003258295.1	5509	AdnAB
GCF_000295095.1	5619	AdnAB
GCF_014646215.1	5741	AdnAB
GCF_003576535.1	5815	AdnAB
GCF_000007485.1	5899	AdnAB
GCF_002356035.1	5956	AdnAB
GCF_000379825.1	5979	AdnAB
GCF_900343145.1	5992	AdnAB
GCF_000423485.1	6013	AdnAB
GCF_014217765.1	6118	AdnAB
GCF_000427885.1	6126	AdnAB
GCF_002798405.1	6126	AdnAB
GCF_000482705.1	6132	AdnAB
GCF_900101745.1	6135	AdnAB
GCF_004912275.1	6144	AdnAB
GCF_003002955.1	6174	AdnAB
GCF_900607225.1	6187	AdnAB
GCF_001941565.1	6201	AdnAB
GCF_004912155.1	6201	AdnAB
GCF_900104705.1	6220	AdnAB
GCF_900092135.1	6226	AdnAB
GCF_003945325.1	6232	AdnAB
GCF_000425105.1	6250	AdnAB
GCF_002154375.1	6250	AdnAB
GCF_000379685.1	6253	AdnAB
GCF_002950575.1	6255	AdnAB
GCF_001053435.1	6258	AdnAB
GCF_000826065.2	6259	AdnAB
GCF_003716585.1	6261	AdnAB
GCF_001998865.1	6262	AdnAB
GCF_900478045.1	6270	AdnAB
GCF_001419765.1	6280	AdnAB
GCF_007197885.1	6280	AdnAB
GCF_010728725.1	6286	AdnAB
GCF_900169525.1	6291	AdnAB
GCF_900605005.1	6292	AdnAB
GCF_002154605.1	6296	AdnAB
GCF_900100615.1	6307	AdnAB
GCF_001586235.1	6309	AdnAB
GCF_003627055.1	6310	AdnAB
GCF_003814005.1	6319	AdnAB
GCF_004114895.1	6319	AdnAB
GCF_900411315.1	6321	AdnAB
GCF_000585375.1	6325	AdnAB
GCF_900417275.1	6331	AdnAB
GCF_900289045.1	6331	AdnAB
GCF_900101555.1	6340	AdnAB
GCF_010731875.1	6340	AdnAB
GCF_001975205.1	6349	AdnAB
GCF_001975955.2	6352	AdnAB
GCF_010731795.1	6352	AdnAB
GCF_900187295.1	6354	AdnAB
GCF_001263755.1	6357	AdnAB
GCF_007641235.1	6360	AdnAB
GCF_003952265.1	6361	AdnAB
GCF_003627075.1	6363	AdnAB
GCF_000423505.1	6373	AdnAB
GCF_010725485.1	6373	AdnAB
GCF_010725725.1	6376	AdnAB
GCF_001570485.1	6379	AdnAB
GCF_012223425.1	6379	AdnAB
GCF_014202425.1	6379	AdnAB
GCF_000423465.1	6385	AdnAB
GCF_010726085.1	6385	AdnAB
GCF_001270745.1	6385	AdnAB
GCF_001941345.1	6387	AdnAB
GCF_007994225.1	6387	AdnAB
GCF_000379885.1	6388	AdnAB
GCF_004924335.1	6388	AdnAB
GCF_010731835.1	6388	AdnAB
GCF_010726645.1	6391	AdnAB
GCF_010731715.1	6391	AdnAB
GCF_001570545.1	6394	AdnAB
GCF_001907675.1	6394	AdnAB
GCF_900112345.1	6394	AdnAB
GCF_010729305.1	6394	AdnAB
GCF_001570605.1	6397	AdnAB
GCF_000971115.1	6397	AdnAB
GCF_015278225.1	6397	AdnAB
GCF_000008345.1	6400	AdnAB
GCF_000971175.1	6400	AdnAB
GCF_900108565.1	6400	AdnAB
GCF_900100395.1	6400	AdnAB
GCF_010728925.1	6400	AdnAB
GCF_010731815.2	6400	AdnAB
GCF_001456355.1	6403	AdnAB
GCF_004564355.1	6403	AdnAB
GCF_010730955.1	6403	AdnAB
GCF_011046535.1	6403	AdnAB
GCF_001606295.1	6409	AdnAB
GCF_900103935.1	6409	AdnAB
GCF_001605725.1	6412	AdnAB
GCF_010731695.1	6412	AdnAB
GCF_002356335.1	6412	AdnAB
GCF_001187505.1	6415	AdnAB
GCF_000975035.1	6415	AdnAB
GCF_010731755.1	6415	AdnAB
GCF_001865635.4	6415	AdnAB
GCF_001632805.1	6415	AdnAB
GCF_000143825.1	6417	AdnAB
GCF_900157385.1	6418	AdnAB
GCF_004359005.1	6418	AdnAB
GCF_013249015.1	6418	AdnAB
GCF_902381765.1	6423	AdnAB
GCF_000975055.1	6424	AdnAB
GCF_000975155.1	6424	AdnAB
GCF_900116135.1	6424	AdnAB
GCF_010727605.1	6424	AdnAB
GCF_000296405.1	6426	AdnAB
GCF_015686525.1	6426	AdnAB
GCF_010731575.1	6427	AdnAB
GCF_000980835.1	6427	AdnAB
GCF_900107045.1	6427	AdnAB
GCF_000723385.1	6430	AdnAB
GCF_010730355.1	6430	AdnAB
GCF_900115565.1	6430	AdnAB
GCF_900112555.1	6430	AdnAB
GCF_014192415.1	6430	AdnAB
GCF_014648435.1	6430	AdnAB
GCF_000971215.1	6433	AdnAB
GCF_014156405.1	6433	AdnAB
GCF_014202315.1	6433	AdnAB
GCF_010727325.1	6436	AdnAB
GCF_014648415.1	6436	AdnAB
GCF_000612055.1	6439	AdnAB
GCF_009497075.1	6439	AdnAB
GCF_010729895.1	6441	AdnAB
GCF_002157835.1	6442	AdnAB
GCF_002285715.1	6442	AdnAB
GCF_014636255.1	6442	AdnAB
GCF_900157375.1	6445	AdnAB
GCF_002096055.1	6445	AdnAB
GCF_014635805.1	6445	AdnAB
GCF_014653115.1	6445	AdnAB
GCF_014203695.1	6447	AdnAB
GCF_000367525.1	6448	AdnAB
GCF_900155535.1	6450	AdnAB
GCF_900105315.1	6451	AdnAB
GCF_010686705.1	6451	AdnAB
GCF_011759705.1	6451	AdnAB
GCF_001528665.1	6454	AdnAB
GCF_900637205.1	6457	AdnAB
GCF_900105045.1	6460	AdnAB
GCF_011759585.1	6463	AdnAB
GCF_010729485.1	6466	AdnAB
GCF_900289115.1	6466	AdnAB
GCF_004134865.1	6466	AdnAB
GCF_000195955.2	6469	AdnAB
GCF_000253375.1	6469	AdnAB
GCF_000277125.1	6469	AdnAB
GCF_000276825.1	6469	AdnAB
GCF_000732925.1	6469	AdnAB
GCF_010731295.1	6469	AdnAB
GCF_003710105.1	6472	AdnAB
GCF_902168065.1	6472	AdnAB
GCF_014648595.1	6472	AdnAB
GCF_014636275.1	6475	AdnAB
GCF_014654365.1	6475	AdnAB
GCF_000504245.1	6478	AdnAB
GCF_000422405.1	6478	AdnAB
GCF_000338055.1	6478	AdnAB
GCF_004564375.1	6478	AdnAB
GCF_006494815.1	6478	AdnAB
GCF_010730055.1	6484	AdnAB
GCF_000025345.1	6484	AdnAB
GCF_900103775.1	6485	AdnAB
GCF_005864065.1	6487	AdnAB
GCF_014647835.1	6487	AdnAB
GCF_900111175.1	6488	AdnAB
GCF_900105445.1	6490	AdnAB
GCF_900143005.1	6490	AdnAB
GCF_003065425.1	6490	AdnAB
GCF_900215145.1	6492	AdnAB
GCF_000374305.1	6493	AdnAB
GCF_900499005.1	6493	AdnAB
GCF_900232995.1	6493	AdnAB
GCF_008923365.1	6495	AdnAB
GCF_014217565.1	6495	AdnAB
GCF_000381885.1	6496	AdnAB
GCF_000975135.1	6496	AdnAB
GCF_010730575.1	6496	AdnAB
GCF_000943515.2	6499	AdnAB
GCF_900106995.1	6501	AdnAB
GCF_002407065.1	6502	AdnAB
GCF_014644415.1	6502	AdnAB
GCF_003937945.1	6504	AdnAB
GCF_002407185.1	6505	AdnAB
GCF_013408175.1	6508	AdnAB
GCF_000419445.1	6514	AdnAB
GCF_900102745.1	6514	AdnAB
GCF_014645855.1	6514	AdnAB
GCF_900141985.1	6516	AdnAB
GCF_900103785.1	6517	AdnAB
GCF_001190945.1	6520	AdnAB
GCF_003600245.1	6520	AdnAB
GCF_008087345.1	6520	AdnAB
GCF_014655595.1	6522	AdnAB
GCF_007855275.1	6523	AdnAB
GCF_012221945.1	6523	AdnAB
GCF_000197735.1	6526	AdnAB
GCF_000975115.1	6526	AdnAB
GCF_900108175.1	6526	AdnAB
GCF_003687415.1	6526	AdnAB
GCF_000426645.1	6529	AdnAB
GCF_001653335.1	6529	AdnAB
GCF_900104175.1	6533	AdnAB
GCF_005886435.1	6534	AdnAB
GCF_003721155.3	6535	AdnAB
GCF_014646355.1	6535	AdnAB
GCF_000504285.1	6538	AdnAB
GCF_014651735.1	6540	AdnAB
GCF_011250645.1	6541	AdnAB
GCF_013623835.1	6541	AdnAB
GCF_000092645.1	6544	AdnAB
GCF_000576425.1	6544	AdnAB
GCF_900120245.1	6544	AdnAB
GCF_004362375.1	6547	AdnAB
GCF_003991875.1	6547	AdnAB
GCF_006337125.1	6547	AdnAB
GCF_011764545.1	6547	AdnAB
GCF_004363075.1	6550	AdnAB
GCF_006094275.1	6553	AdnAB
GCF_014646035.1	6553	AdnAB
GCF_004216915.1	6556	AdnAB
GCF_008843165.1	6556	AdnAB
GCF_001517975.1	6561	AdnAB
GCF_000214155.1	6562	AdnAB
GCF_000024385.1	6562	AdnAB
GCF_000427865.1	6565	AdnAB
GCF_014654615.1	6565	AdnAB
GCF_000024345.1	6573	AdnAB
GCF_000710955.1	6573	AdnAB
GCF_008001015.1	6574	AdnAB
GCF_003002915.1	6574	AdnAB
GCF_008923185.1	6574	AdnAB
GCF_008638365.1	6576	AdnAB
GCF_900115505.1	6577	AdnAB
GCF_000258175.1	6577	AdnAB
GCF_000023105.1	6580	AdnAB
GCF_900110575.1	6580	AdnAB
GCF_011764565.1	6580	AdnAB
GCF_900100955.1	6581	AdnAB
GCF_001998325.1	6582	AdnAB
GCF_900099965.1	6583	AdnAB
GCF_900116515.1	6583	AdnAB
GCF_014645795.1	6583	AdnAB
GCF_008704475.1	6584	AdnAB
GCF_000761485.1	6586	AdnAB
GCF_002263515.1	6586	AdnAB
GCF_900115955.1	6588	AdnAB
GCF_003641245.1	6589	AdnAB
GCF_010726955.1	6592	AdnAB
GCF_009742705.1	6592	AdnAB
GCF_003350445.1	6594	AdnAB
GCF_900176525.1	6594	AdnAB
GCF_014653695.1	6594	AdnAB
GCF_014651715.1	6595	AdnAB
GCF_900110955.1	6598	AdnAB
GCF_000426525.1	6604	AdnAB
GCF_014697215.1	6605	AdnAB
GCF_003798325.1	6607	AdnAB
GCF_900182545.1	6607	AdnAB
GCF_000422385.1	6610	AdnAB
GCF_011326725.1	6613	AdnAB
GCF_002849715.1	6616	AdnAB
GCF_900105065.1	6616	AdnAB
GCF_008017445.1	6619	AdnAB
GCF_900105385.1	6622	AdnAB
GCF_002871945.1	6625	AdnAB
GCF_900104535.1	6628	AdnAB
GCF_014646515.1	6628	AdnAB
GCF_003205575.1	6630	AdnAB
GCF_014191915.1	6631	AdnAB
GCF_002260685.1	6633	AdnAB
GCF_003634705.1	6635	AdnAB
GCF_900111375.1	6637	AdnAB
GCF_000270245.1	6640	AdnAB
GCF_001262055.1	6642	AdnAB
GCF_001305675.1	6642	AdnAB
GCF_000024925.1	6643	AdnAB
GCF_000411375.1	6648	AdnAB
GCF_900186975.1	6649	AdnAB
GCF_000425065.1	6650	AdnAB
GCF_003182415.1	6651	AdnAB
GCF_900187045.1	6652	AdnAB
GCF_001696485.1	6657	AdnAB
GCF_000383915.1	6658	AdnAB
GCF_002872075.1	6661	AdnAB
GCF_003217475.1	6663	AdnAB
GCF_014646135.1	6664	AdnAB
GCF_000381765.1	6670	AdnAB
GCF_000620785.1	6670	AdnAB
GCF_900155435.1	6670	AdnAB
GCF_900111885.1	6673	AdnAB
GCF_900187145.1	6673	AdnAB
GCF_000518265.1	6676	AdnAB
GCF_003614915.1	6676	AdnAB
GCF_011046975.1	6678	AdnAB
GCF_000017305.1	6679	AdnAB
GCF_900187265.1	6679	AdnAB
GCF_000470885.1	6688	AdnAB
GCF_003013675.1	6691	AdnAB
GCF_000379625.1	6691	AdnAB
GCF_002869785.1	6691	AdnAB
GCF_000024025.1	6691	AdnAB
GCF_014645755.1	6697	AdnAB
GCF_000473265.1	6699	AdnAB
GCF_000013345.1	6700	AdnAB
GCF_000092865.1	6715	AdnAB
GCF_900107435.1	6715	AdnAB
GCF_000184685.1	6718	AdnAB
GCF_900110855.1	6718	AdnAB
GCF_900105535.1	6718	AdnAB
GCF_001646785.1	6718	AdnAB
GCF_005434945.1	6721	AdnAB
GCF_003269295.1	6723	AdnAB
GCF_900087655.1	6724	AdnAB
GCF_014646815.1	6727	AdnAB
GCF_003994255.1	6727	AdnAB
GCF_014635185.1	6727	AdnAB
GCF_900112765.1	6730	AdnAB
GCF_900104745.1	6730	AdnAB
GCF_003096955.1	6735	AdnAB
GCF_014656115.1	6735	AdnAB
GCF_900188125.1	6739	AdnAB
GCF_006717025.1	6739	AdnAB
GCF_000024785.1	6741	AdnAB
GCF_003327285.1	6742	AdnAB
GCF_000725485.1	6745	AdnAB
GCF_000156595.1	6747	AdnAB
GCF_003991855.1	6748	AdnAB
GCF_014191605.1	6748	AdnAB
GCF_003086595.1	6751	AdnAB
GCF_003288095.1	6760	AdnAB
GCF_000214175.1	6769	AdnAB
GCF_900105785.1	6772	AdnAB
GCF_000018265.1	6775	AdnAB
GCF_900114965.1	6775	AdnAB
GCF_900156495.1	6777	AdnAB
GCF_011761315.1	6787	AdnAB
GCF_002927275.1	6796	AdnAB
GCF_014646235.1	6796	AdnAB
GCF_014070455.1	6804	AdnAB
GCF_014655955.1	6806	AdnAB
GCF_014656035.1	6810	AdnAB
GCF_003611035.1	6817	AdnAB
GCF_000755585.2	6823	AdnAB
GCF_014645315.1	6823	AdnAB
GCF_000411155.1	6829	AdnAB
GCF_003751265.1	6829	AdnAB
GCF_001936115.1	6832	AdnAB
GCF_013149805.1	6832	AdnAB
GCF_900119695.1	6838	AdnAB
GCF_900091565.1	6838	AdnAB
GCF_003096675.1	6841	AdnAB
GCF_002217755.1	6842	AdnAB
GCF_000373925.1	6850	AdnAB
GCF_003268655.1	6853	AdnAB
GCF_900631605.1	6862	AdnAB
GCF_000016425.1	6865	AdnAB
GCF_000379065.1	6868	AdnAB
GCF_000383575.1	6868	AdnAB
GCF_004208635.1	6868	AdnAB
GCF_000015025.1	6872	AdnAB
GCF_014837295.1	6874	AdnAB
GCF_001375615.1	6877	AdnAB
GCF_011462075.1	6877	AdnAB
GCF_000349325.1	6880	AdnAB
GCF_001687305.1	6886	AdnAB
GCF_009687865.1	6892	AdnAB
GCF_003219815.1	6895	AdnAB
GCF_003634095.1	6898	AdnAB
GCF_014645815.1	6899	AdnAB
GCF_900119495.1	6901	AdnAB
GCF_900609065.1	6904	AdnAB
GCF_900109115.1	6907	AdnAB
GCF_002154345.1	6914	AdnAB
GCF_000374165.1	6922	AdnAB
GCF_001636295.1	6922	AdnAB
GCF_002076915.1	6928	AdnAB
GCF_004102025.1	6928	AdnAB
GCF_001580365.1	6931	AdnAB
GCF_900188485.1	6936	AdnAB
GCF_900089605.1	6940	AdnAB
GCF_001536285.1	6940	AdnAB
GCF_009671205.1	6946	AdnAB
GCF_900090305.1	6954	AdnAB
GCF_000023205.1	6955	AdnAB
GCF_002149035.1	6957	AdnAB
GCF_009906795.1	6958	AdnAB
GCF_001270025.1	6963	AdnAB
GCF_001514205.1	6965	AdnAB
GCF_000378825.1	6967	AdnAB
GCF_001906585.1	6969	AdnAB
GCF_007677895.1	6970	AdnAB
GCF_001514065.1	6970	AdnAB
GCF_000429185.1	6972	AdnAB
GCF_014635585.1	6973	AdnAB
GCF_014650515.1	6975	AdnAB
GCF_014203555.1	6978	AdnAB
GCF_000514055.1	6979	AdnAB
GCF_900103885.1	6985	AdnAB
GCF_000418365.1	6986	AdnAB
GCF_004023625.1	6989	AdnAB
GCF_014651075.1	6990	AdnAB
GCF_900091435.1	6991	AdnAB
GCF_002993285.1	6993	AdnAB
GCF_014203545.1	6996	AdnAB
GCF_900090275.1	7000	AdnAB
GCF_014191845.1	7006	AdnAB
GCF_012163155.1	7009	AdnAB
GCF_014203495.1	7014	AdnAB
GCF_014649615.1	7015	AdnAB
GCF_014649175.1	7016	AdnAB
GCF_014651035.1	7017	AdnAB
GCF_014650235.1	7022	AdnAB
GCF_900188005.1	7027	AdnAB
GCF_014646155.1	7027	AdnAB
GCF_000725785.1	7028	AdnAB
GCF_009739905.1	7031	AdnAB
GCF_007681555.1	7036	AdnAB
GCF_000009765.2	7049	AdnAB
GCF_014646095.1	7049	AdnAB
GCF_002847585.1	7051	AdnAB
GCF_900112845.1	7052	AdnAB
GCF_900091575.1	7056	AdnAB
GCF_014636775.1	7056	AdnAB
GCF_000285835.1	7060	AdnAB
GCF_001735805.1	7060	AdnAB
GCF_003205615.1	7060	AdnAB
GCF_000247715.1	7065	AdnAB
GCF_000196535.1	7066	AdnAB
GCF_014652975.1	7066	AdnAB
GCF_000177535.2	7067	AdnAB
GCF_008704715.1	7070	AdnAB
GCF_900188345.1	7071	AdnAB
GCF_900626215.1	7071	AdnAB
GCF_014203665.1	7074	AdnAB
GCF_001514235.1	7075	AdnAB
GCF_900637225.1	7075	AdnAB
GCF_000058485.1	7084	AdnAB
GCF_003268675.1	7088	AdnAB
GCF_015160855.1	7088	AdnAB
GCF_900098745.1	7090	AdnAB
GCF_014649535.1	7093	AdnAB
GCF_900637975.1	7096	AdnAB
GCF_008016805.1	7097	AdnAB
GCF_014649075.1	7102	AdnAB
GCF_014650275.1	7106	AdnAB
GCF_016028855.1	7108	AdnAB
GCF_014673495.1	7110	AdnAB
GCF_900090245.1	7110	AdnAB
GCF_009498275.1	7117	AdnAB
GCF_002871975.1	7123	AdnAB
GCF_003428925.1	7124	AdnAB
GCF_900637165.1	7129	AdnAB
GCF_014203535.1	7131	AdnAB
GCF_002946835.1	7133	AdnAB
GCF_014647675.1	7135	AdnAB
GCF_000359525.1	7136	AdnAB
GCF_900091555.1	7149	AdnAB
GCF_014650455.1	7155	AdnAB
GCF_014650915.1	7167	AdnAB
GCF_014650475.1	7175	AdnAB
GCF_014649955.1	7176	AdnAB
GCF_014650555.1	7177	AdnAB
GCF_000010605.1	7178	AdnAB
GCF_014651155.1	7178	AdnAB
GCF_014650795.1	7178	AdnAB
GCF_008704935.1	7179	AdnAB
GCF_013389765.1	7179	AdnAB
GCF_000145235.1	7182	AdnAB
GCF_000426445.1	7186	AdnAB
GCF_008704655.1	7187	AdnAB
GCF_001514145.1	7187	AdnAB
GCF_000284295.1	7192	AdnAB
GCF_001482365.1	7195	AdnAB
GCF_005280195.1	7196	AdnAB
GCF_000091305.1	7197	AdnAB
GCF_004364585.1	7198	AdnAB
GCF_007829855.1	7199	AdnAB
GCF_001513955.1	7201	AdnAB
GCF_014649335.1	7207	AdnAB
GCF_001017755.1	7210	AdnAB
GCF_014645835.1	7210	AdnAB
GCF_008704535.1	7213	AdnAB
GCF_014701115.1	7224	AdnAB
GCF_014648355.1	7225	AdnAB
GCF_900089595.1	7228	AdnAB
GCF_003344445.1	7229	AdnAB
GCF_001514215.1	7232	AdnAB
GCF_001704275.1	7235	AdnAB
GCF_001418475.1	7239	AdnAB
GCF_003595235.1	7239	AdnAB
GCF_001513965.1	7247	AdnAB
GCF_003024195.1	7247	AdnAB
GCF_014649835.1	7247	AdnAB
GCF_014649995.1	7248	AdnAB
GCF_014648875.1	7251	AdnAB
GCF_900142595.1	7256	AdnAB
GCF_014656055.1	7266	AdnAB
GCF_014649155.1	7269	AdnAB
GCF_014649055.1	7271	AdnAB
GCF_014649895.1	7271	AdnAB
GCF_900111245.1	7272	AdnAB
GCF_003002065.1	7272	AdnAB
GCF_014649475.1	7278	AdnAB
GCF_014648995.1	7280	AdnAB
