AssemblyAccession	PhylumRenamed	AddAB	AddABJ	AdnAB	RecBCD	RecFOR	RecOR
GCF_002993285.1	Actinomycetota	0	0	1	1	0	0
GCF_002993325.1	Pseudomonadota	0	0	0	1	0	0
GCF_002993335.1	Bacillota	1	0	0	0	0	0
GCF_002993365.1	Pseudomonadota	0	0	0	1	0	0
GCF_002993885.1	Pseudomonadota	1	0	0	0	0	0
GCF_002993925.1	Bacillota	1	0	0	0	0	0
GCF_002994045.1	Bacteroidota	1	0	0	0	0	0
GCF_002995495.1	Actinomycetota	0	0	1	0	0	0
GCF_002998295.1	Bacillota	1	0	0	0	0	0
GCF_002998365.1	Bacillota	1	0	0	0	0	0
GCF_002998435.1	Bacteroidota	1	0	0	0	0	0
GCF_002998535.1	Bacteroidota	1	0	0	0	0	0
GCF_002998925.1	Bacillota	0	0	0	0	0	0
GCF_002999455.1	Mycoplasmatota	0	0	0	0	0	0
GCF_003001815.1	Actinomycetota	0	0	1	0	0	0
GCF_003001905.1	Bacillota	1	1	0	0	0	0
GCF_003002065.1	Actinomycetota	0	0	1	0	0	0
GCF_003002095.1	Actinomycetota	0	0	1	0	0	0
GCF_003002815.1	Actinomycetota	0	0	1	0	0	0
GCF_003002915.1	Actinomycetota	0	0	1	1	0	0
GCF_003002955.1	Actinomycetota	0	0	1	0	0	0
GCF_003003005.1	Bacteroidota	1	0	0	0	0	0
GCF_003003215.1	Pseudomonadota	1	0	0	0	0	0
GCF_003003275.1	Bacillota	1	0	0	0	0	0
GCF_003003285.1	Pseudomonadota	1	0	0	0	0	0
GCF_003003355.1	Pseudomonadota	1	0	0	0	0	0
GCF_003003375.1	Pseudomonadota	0	0	0	1	0	1
GCF_003003795.1	Cyanobacteriota	0	0	0	0	0	0
GCF_003006155.1	Pseudomonadota	0	0	0	0	0	0
GCF_003007675.1	Pseudomonadota	0	0	0	1	0	0
GCF_003007685.1	Pseudomonadota	0	0	0	1	0	0
GCF_003008425.1	Bacteroidota	1	0	0	0	0	0
GCF_003008435.1	Bacteroidota	1	0	0	0	0	0
GCF_003008515.1	Pseudomonadota	1	0	0	0	0	0
GCF_003008535.1	Pseudomonadota	1	0	0	0	0	0
GCF_003008595.1	Pseudomonadota	0	0	0	0	0	0
GCF_003008695.1	Bacillota	1	0	0	0	0	0
GCF_003011125.1	Cyanobacteriota	0	0	0	1	0	0
GCF_003012915.1	Bacillota	1	0	0	0	0	0
GCF_003012935.1	Pseudomonadota	1	0	0	0	0	0
GCF_003013245.1	Pseudomonadota	0	0	0	1	0	0
GCF_003013675.1	Actinomycetota	0	0	1	1	0	0
GCF_003013695.1	Pseudomonadota	0	0	0	0	0	0
GCF_003014445.1	Fusobacteriota	1	0	0	0	0	0
GCF_003014485.1	Actinomycetota	0	0	1	0	0	0
GCF_003014535.1	Bacteroidota	0	0	0	0	0	0
GCF_003014575.1	Bacteroidota	0	0	0	0	0	0
GCF_003014595.1	Bacteroidota	0	0	0	1	0	0
GCF_003014615.1	Pseudomonadota	0	0	0	1	0	0
GCF_003014655.1	Bacillota	1	1	0	0	0	0
GCF_003014695.1	Bacteroidota	0	0	0	0	0	0
GCF_003015125.1	Pseudomonadota	0	0	0	0	0	0
GCF_003015185.1	Pseudomonadota	0	0	0	0	0	0
GCF_003019315.1	Fusobacteriota	0	0	0	0	0	0
GCF_003019655.1	Fusobacteriota	0	0	0	0	0	0
GCF_003019675.1	Fusobacteriota	0	0	0	0	0	0
GCF_003019695.1	Fusobacteriota	0	0	0	0	0	0
GCF_003019715.1	Fusobacteriota	0	0	0	0	0	0
GCF_003019925.1	Pseudomonadota	0	0	0	1	0	0
GCF_003020045.1	Bacillota	1	0	0	0	0	0
GCF_003020825.1	Pseudomonadota	0	0	0	1	0	0
GCF_003024155.1	Bacteroidota	1	0	0	0	0	0
GCF_003024195.1	Actinomycetota	0	0	1	0	0	0
GCF_003024235.1	Pseudomonadota	0	0	0	1	0	0
GCF_003024475.1	Actinomycetota	0	0	1	0	0	0
GCF_003024525.3	Pseudomonadota	0	0	0	1	0	0
GCF_003028855.1	Pseudomonadota	0	0	0	1	0	0
GCF_003029735.1	Bacteroidota	1	0	0	0	0	0
GCF_003030465.1	Pseudomonadota	0	0	0	1	0	0
GCF_003030905.1	Actinomycetota	0	0	1	0	0	0
GCF_003044065.1	Bacillota	1	0	0	0	0	0
GCF_003046295.1	Pseudomonadota	1	0	0	0	0	0
GCF_003046325.1	Pseudomonadota	1	0	0	0	0	0
GCF_003046475.1	Pseudomonadota	1	0	0	0	0	0
GCF_003046545.1	Pseudomonadota	1	0	0	0	1	0
GCF_003046625.1	Bacteroidota	0	0	0	0	0	0
GCF_003049725.1	Pseudomonadota	0	0	0	1	0	0
GCF_003050705.1	Pseudomonadota	1	0	0	0	0	0
GCF_003050785.1	Pseudomonadota	1	0	0	0	0	0
GCF_003050905.1	Pseudomonadota	1	0	0	0	0	0
GCF_003051085.1	Bacillota	1	0	0	0	0	0
GCF_003052605.1	Pseudomonadota	0	0	0	1	0	0
GCF_003053745.1	Pseudomonadota	1	0	0	0	0	0
GCF_003054025.1	Bacteroidota	0	0	0	0	0	0
GCF_003054045.1	Bacteroidota	1	0	0	0	0	0
GCF_003054175.1	Pseudomonadota	1	0	0	0	0	0
GCF_003054195.1	Pseudomonadota	1	0	0	0	0	0
GCF_003054245.1	Bacillota	1	0	0	0	0	0
GCF_003054495.1	Bacillota	0	0	0	0	0	0
GCF_003055045.1	Bacillota	1	0	0	0	0	0
GCF_003055625.1	Bacteroidota	1	0	0	0	0	0
GCF_003056355.1	Pseudomonadota	1	0	0	0	0	0
GCF_003056405.1	Pseudomonadota	1	0	0	0	0	0
GCF_003057965.1	Bacillota	1	0	0	0	0	0
GCF_003058085.1	Pseudomonadota	1	0	0	0	0	0
GCF_003058325.1	Pseudomonadota	0	0	0	0	0	0
GCF_003058345.1	Bacillota	0	0	0	0	0	0
GCF_003058465.1	Pseudomonadota	1	0	0	0	0	0
GCF_003061265.1	Pseudomonadota	0	0	0	0	0	0
GCF_003062295.1	Pseudomonadota	1	0	0	0	0	0
GCF_003065365.1	Pseudomonadota	1	0	0	0	0	0
GCF_003065385.1	Pseudomonadota	1	0	0	0	0	0
GCF_003065425.1	Actinomycetota	0	0	1	0	0	0
GCF_003071405.1	Pseudomonadota	1	0	0	0	0	0
GCF_003072125.1	Pseudomonadota	1	0	0	0	0	0
GCF_003072505.1	Pseudomonadota	1	0	0	0	0	0
GCF_003073175.1	Bacillota	1	0	0	0	0	0
GCF_003074055.1	Actinomycetota	0	0	1	0	0	0
GCF_003075035.1	Pseudomonadota	0	0	0	1	0	0
GCF_003075095.1	Actinomycetota	0	0	1	0	0	0
GCF_003076455.1	Bacteroidota	1	0	0	0	0	0
GCF_003076475.1	Bacteroidota	1	0	0	0	0	0
GCF_003076515.1	Pseudomonadota	1	0	0	0	0	0
GCF_003086595.1	Actinomycetota	0	0	1	1	0	0
GCF_003094615.1	Pseudomonadota	1	0	0	0	0	0
GCF_003096015.2	Pseudomonadota	0	0	0	1	0	0
GCF_003096035.1	Bacteroidota	1	0	0	0	0	0
GCF_003096075.1	Actinomycetota	0	0	1	0	0	0
GCF_003096095.1	Actinomycetota	0	0	1	0	0	0
GCF_003096175.1	Bacillota	0	0	0	0	0	0
GCF_003096195.1	Verrucomicrobiota	0	0	0	0	0	0
GCF_003096215.1	Bacillota	1	0	0	0	0	0
GCF_003096275.1	Pseudomonadota	1	0	0	0	0	0
GCF_003096355.1	Bacteroidota	1	0	0	0	0	0
GCF_003096415.1	Other	0	0	0	1	0	0
GCF_003096535.1	Bacillota	1	0	0	0	0	0
GCF_003096575.1	Bacillota	1	0	0	0	0	0
GCF_003096615.1	Pseudomonadota	0	0	0	0	0	0
GCF_003096635.1	Bacillota	0	0	0	0	0	0
GCF_003096655.1	Pseudomonadota	0	0	0	1	0	0
GCF_003096675.1	Actinomycetota	0	0	1	1	0	0
GCF_003096695.1	Bacteroidota	0	0	0	0	0	0
GCF_003096815.1	Bacteroidota	1	0	0	0	0	0
GCF_003096835.1	Bacteroidota	0	0	0	0	0	0
GCF_003096875.1	Pseudomonadota	0	0	0	1	0	0
GCF_003096955.1	Actinomycetota	0	0	1	1	0	0
GCF_003097515.1	Actinomycetota	0	0	1	0	0	0
GCF_003097535.1	Bacteroidota	1	0	0	0	0	0
GCF_003097575.1	Pseudomonadota	0	0	0	0	0	0
GCF_003100395.1	Pseudomonadota	0	0	0	1	0	0
GCF_003101015.1	Pseudomonadota	0	0	0	0	0	0
GCF_003112455.1	Bacillota	0	0	0	0	0	0
GCF_003112535.1	Actinomycetota	0	0	1	0	0	0
GCF_003112595.1	Actinomycetota	0	0	1	0	0	0
GCF_003112775.1	Actinomycetota	0	0	0	0	0	0
GCF_003113895.1	Cyanobacteriota	0	0	0	0	0	0
GCF_003114855.1	Spirochaetota	0	0	0	1	0	0
GCF_003116135.1	Pseudomonadota	1	0	0	0	0	0
GCF_003122365.1	Actinomycetota	0	0	0	0	0	0
GCF_003122385.1	Bacteroidota	1	0	0	0	0	0
GCF_003124125.1	Bacillota	1	0	0	0	0	0
GCF_003129905.1	Actinomycetota	0	0	0	0	0	0
GCF_003129925.1	Actinomycetota	1	0	1	0	0	0
GCF_003130405.1	Bacteroidota	0	0	0	1	0	0
GCF_003130795.1	Pseudomonadota	0	0	0	0	0	0
GCF_003143515.1	Pseudomonadota	0	0	0	1	0	0
GCF_003143535.1	Bacteroidota	0	0	0	0	0	0
GCF_003143555.1	Pseudomonadota	0	0	0	1	0	0
GCF_003143695.2	Bacillota	1	0	0	0	0	0
GCF_003144395.1	Pseudomonadota	0	0	0	1	0	0
GCF_003148385.1	Bacteroidota	1	0	0	0	0	0
GCF_003148465.1	Thermotogota	1	0	0	0	0	0
GCF_003148475.1	Pseudomonadota	1	0	0	0	0	0
GCF_003148495.1	Pseudomonadota	1	0	0	0	0	0
GCF_003148525.1	Bacteroidota	1	0	0	0	0	0
GCF_003148565.1	Bacillota	1	0	0	0	0	0
GCF_003148585.1	Pseudomonadota	0	0	0	1	0	0
GCF_003148625.1	Bacteroidota	0	0	0	0	0	0
GCF_003148645.1	Bacteroidota	1	0	0	0	0	0
GCF_003148665.1	Bacteroidota	1	0	0	0	0	0
GCF_003148685.1	Actinomycetota	0	0	1	0	0	0
GCF_003148745.1	Pseudomonadota	1	0	0	0	0	0
GCF_003148775.1	Pseudomonadota	1	0	0	0	0	0
GCF_003148845.1	Bacteroidota	0	0	0	0	0	0
GCF_003148865.1	Actinomycetota	0	0	1	0	0	0
GCF_003148905.1	Pseudomonadota	0	0	0	1	0	0
GCF_003148935.1	Pseudomonadota	0	0	0	1	1	0
GCF_003149085.1	Bacteroidota	0	0	0	0	0	0
GCF_003149165.1	Other	0	0	0	1	0	0
GCF_003149185.1	Bacteroidota	0	0	0	0	0	0
GCF_003149245.1	Bacillota	1	0	0	0	0	0
GCF_003149455.1	Bacteroidota	0	0	0	0	0	0
GCF_003149475.2	Pseudomonadota	1	0	0	0	0	0
GCF_003149515.1	Bacteroidota	0	0	0	0	0	0
GCF_003149745.1	Bacteroidota	1	0	0	0	0	0
GCF_003150935.1	Bacillota	1	0	0	0	0	0
GCF_003151025.1	Bacillota	1	0	0	0	0	0
GCF_003172875.1	Pseudomonadota	0	0	0	0	0	0
GCF_003172975.1	Bacillota	1	0	0	0	0	0
GCF_003173015.1	Deinococcota	0	0	0	0	0	0
GCF_003173695.1	Bacillota	1	0	0	0	0	0
GCF_003173715.1	Pseudomonadota	0	0	0	0	0	0
GCF_003173755.1	Pseudomonadota	1	0	0	0	0	0
GCF_003176875.1	Pseudomonadota	0	0	0	0	0	0
GCF_003176895.1	Bacillota	1	0	0	0	0	0
GCF_003177055.1	Pseudomonadota	1	0	0	0	0	0
GCF_003182095.1	Pseudomonadota	0	0	0	1	0	0
GCF_003182135.1	Actinomycetota	0	0	0	1	0	0
GCF_003182255.1	Bacillota	1	0	0	0	0	0
GCF_003182275.1	Pseudomonadota	1	0	0	0	0	0
GCF_003182375.1	Pseudomonadota	1	0	0	0	0	0
GCF_003182415.1	Actinomycetota	0	0	1	0	0	0
GCF_003182475.1	Pseudomonadota	0	0	0	1	0	0
GCF_003184185.1	Pseudomonadota	0	0	0	0	0	0
GCF_003201205.1	Pseudomonadota	1	0	0	0	0	0
GCF_003201285.1	Bacillota	1	0	0	0	0	0
GCF_003201355.1	Bacteroidota	0	0	0	0	0	0
GCF_003201475.1	Pseudomonadota	1	0	0	0	0	0
GCF_003201595.1	Pseudomonadota	0	0	0	1	0	0
GCF_003201605.1	Bacillota	1	0	0	0	0	0
GCF_003201715.1	Bacteroidota	1	1	0	0	0	0
GCF_003201815.1	Pseudomonadota	1	0	0	0	0	0
GCF_003201855.1	Pseudomonadota	0	0	0	1	0	0
GCF_003201875.1	Bacillota	1	0	0	0	0	0
GCF_003201955.1	Pseudomonadota	1	0	0	0	0	0
GCF_003201975.1	Bacillota	1	0	0	0	0	0
GCF_003202035.1	Pseudomonadota	0	0	0	1	0	0
GCF_003202065.1	Actinomycetota	0	0	1	1	0	0
GCF_003202165.1	Pseudomonadota	0	0	0	1	0	0
GCF_003204135.1	Pseudomonadota	0	0	0	1	0	0
GCF_003205575.1	Actinomycetota	0	0	1	0	0	0
GCF_003205615.1	Actinomycetota	0	0	1	0	0	0
GCF_003206045.1	Pseudomonadota	0	0	0	1	0	0
GCF_003206065.1	Pseudomonadota	0	0	0	1	0	0
GCF_003206115.1	Pseudomonadota	0	0	0	1	0	0
GCF_003206135.1	Pseudomonadota	0	0	0	1	0	0
GCF_003206155.1	Pseudomonadota	0	0	0	1	0	0
GCF_003206575.1	Pseudomonadota	0	0	0	1	0	0
GCF_003206615.1	Pseudomonadota	0	0	0	1	0	0
GCF_003206645.1	Pseudomonadota	0	0	0	1	0	0
GCF_003206695.1	Pseudomonadota	0	0	0	1	0	0
GCF_003206715.1	Pseudomonadota	0	0	0	1	0	0
GCF_003208175.1	Bacillota	1	0	0	0	0	0
GCF_003208215.1	Pseudomonadota	0	0	0	1	0	0
GCF_003208435.1	Pseudomonadota	1	0	0	0	0	0
GCF_003208515.1	Actinomycetota	0	0	1	0	0	0
GCF_003208655.1	Bacteroidota	1	0	0	0	0	0
GCF_003209395.1	Actinomycetota	0	0	1	0	0	0
GCF_003213725.2	Pseudomonadota	0	0	0	0	0	0
GCF_003217075.1	Pseudomonadota	0	0	0	1	0	0
GCF_003217155.1	Pseudomonadota	0	0	0	1	0	0
GCF_003217215.1	Bacteroidota	1	0	0	0	0	0
GCF_003217235.1	Pseudomonadota	1	0	0	0	0	0
GCF_003217255.1	Pseudomonadota	1	0	0	0	0	0
GCF_003217295.1	Bacillota	1	0	0	0	0	0
GCF_003217325.1	Pseudomonadota	1	1	0	0	0	0
GCF_003217355.1	Pseudomonadota	1	0	0	0	0	0
GCF_003217475.1	Actinomycetota	0	0	1	1	0	0
GCF_003217515.1	Deinococcota	1	0	0	0	0	0
GCF_003217575.1	Pseudomonadota	0	0	0	0	0	0
GCF_003219815.1	Actinomycetota	0	0	1	0	0	0
GCF_003226255.1	Pseudomonadota	0	0	0	1	0	0
GCF_003233655.1	Pseudomonadota	1	0	0	0	0	0
GCF_003233695.1	Pseudomonadota	0	0	0	1	0	0
GCF_003234935.1	Bacteroidota	0	0	0	0	0	0
GCF_003236175.1	Bacteroidota	0	0	0	0	0	0
GCF_003253435.1	Mycoplasmatota	0	0	0	0	0	0
GCF_003253485.1	Bacteroidota	1	0	0	0	0	0
GCF_003253545.1	Bacteroidota	0	0	0	0	0	0
GCF_003253705.1	Pseudomonadota	1	0	0	0	0	0
GCF_003253775.1	Actinomycetota	0	0	0	0	0	0
GCF_003253995.1	Pseudomonadota	1	0	0	0	0	0
GCF_003254055.1	Bacteroidota	1	0	0	0	0	0
GCF_003254115.1	Bacteroidota	0	0	0	0	0	0
GCF_003254155.1	Bacillota	1	0	0	0	0	0
GCF_003254175.1	Pseudomonadota	1	0	0	0	0	0
GCF_003254275.1	Bacteroidota	0	0	0	0	0	0
GCF_003254335.1	Pseudomonadota	1	0	0	0	0	0
GCF_003254355.1	Bacteroidota	1	0	0	0	0	0
GCF_003254665.1	Pseudomonadota	0	0	0	0	0	0
GCF_003258295.1	Actinomycetota	0	0	1	0	0	0
GCF_003258315.1	Pseudomonadota	0	0	0	1	0	0
GCF_003258605.2	Actinomycetota	0	0	1	0	0	0
GCF_003258705.1	Bacteroidota	0	0	0	0	0	0
GCF_003258805.1	Pseudomonadota	1	1	0	0	1	0
GCF_003258865.1	Pseudomonadota	0	0	0	0	0	0
GCF_003259265.1	Bacteroidota	1	0	0	0	0	0
GCF_003259335.1	Bacteroidota	0	0	0	1	0	0
GCF_003259375.1	Bacteroidota	1	0	0	0	0	0
GCF_003259435.1	Bacteroidota	0	0	0	0	0	0
GCF_003259445.1	Pseudomonadota	0	0	0	1	0	0
GCF_003259505.1	Bacteroidota	1	0	0	0	0	0
GCF_003259525.1	Bacteroidota	1	0	0	0	0	0
GCF_003259615.1	Bacteroidota	1	0	0	0	0	0
GCF_003259745.1	Bacteroidota	0	0	0	0	0	0
GCF_003259835.1	Bacteroidota	1	0	0	0	0	0
GCF_003259935.1	Bacillota	1	0	0	0	0	0
GCF_003259955.1	Pseudomonadota	1	0	0	0	0	0
GCF_003260095.1	Pseudomonadota	0	0	0	0	0	0
GCF_003260125.1	Pseudomonadota	0	0	0	1	0	0
GCF_003260975.1	Bacteroidota	1	0	0	0	0	0
GCF_003261295.1	Pseudomonadota	1	0	0	0	0	0
GCF_003261575.2	Pseudomonadota	0	0	0	1	0	0
GCF_003263915.2	Bacillota	1	0	0	0	0	0
GCF_003265345.1	Actinomycetota	0	0	1	0	0	0
GCF_003265355.1	Actinomycetota	0	0	1	0	0	0
GCF_003265465.1	Pseudomonadota	0	0	0	1	0	0
GCF_003268475.1	Chloroflexota	0	0	0	0	0	0
GCF_003268615.1	Bacteroidota	0	0	0	0	0	0
GCF_003268655.1	Actinomycetota	0	0	1	0	0	0
GCF_003268675.1	Actinomycetota	0	0	1	0	0	0
GCF_003268815.1	Bacteroidota	1	0	0	0	0	0
GCF_003268855.1	Bacteroidota	1	1	0	0	0	0
GCF_003269035.1	Pseudomonadota	0	0	0	1	0	0
GCF_003269065.1	Pseudomonadota	1	1	0	0	0	0
GCF_003269295.1	Actinomycetota	0	0	1	0	0	0
GCF_003269405.1	Bacillota	1	0	0	0	0	0
GCF_003269425.1	Bacteroidota	1	0	0	0	0	0
GCF_003269445.1	Mycoplasmatota	0	0	0	0	0	0
GCF_003269955.1	Bacillota	1	0	0	0	0	0
GCF_003285015.1	Bacillota	1	0	0	0	0	0
GCF_003285045.1	Mycoplasmatota	0	0	0	0	0	0
GCF_003285065.1	Mycoplasmatota	0	0	0	0	0	0
GCF_003285265.1	Pseudomonadota	0	0	0	0	0	0
GCF_003286125.1	Pseudomonadota	0	0	0	1	0	0
GCF_003286395.1	Pseudomonadota	0	0	0	0	0	0
GCF_003287015.1	Pseudomonadota	0	0	0	1	0	0
GCF_003287735.1	Pseudomonadota	0	0	0	1	0	0
GCF_003287895.1	Bacillota	1	0	0	0	0	0
GCF_003288095.1	Actinomycetota	0	0	1	1	0	0
GCF_003290025.1	Pseudomonadota	1	0	0	0	0	0
GCF_003290385.1	Pseudomonadota	0	0	0	0	0	0
GCF_003290445.1	Pseudomonadota	0	0	0	1	0	0
GCF_003293615.1	Pseudomonadota	1	0	0	0	0	0
GCF_003293695.1	Pseudomonadota	0	0	0	1	0	0
GCF_003293845.1	Bacteroidota	1	0	0	0	0	0
GCF_003311635.1	Pseudomonadota	1	0	0	0	0	0
GCF_003312465.1	Bacillota	1	0	0	0	0	0
GCF_003312585.1	Pseudomonadota	0	0	0	1	0	0
GCF_003312875.1	Actinomycetota	0	0	1	0	0	0
GCF_003313325.1	Bacteroidota	1	0	0	0	0	0
GCF_003313335.1	Bacteroidota	1	0	0	0	0	0
GCF_003313505.1	Bacteroidota	1	0	0	0	0	0
GCF_003314795.2	Pseudomonadota	1	0	0	0	0	0
GCF_003314975.1	Pseudomonadota	0	0	0	1	0	0
GCF_003314995.1	Pseudomonadota	1	0	0	0	0	0
GCF_003315135.1	Pseudomonadota	1	0	0	0	0	0
GCF_003315205.1	Verrucomicrobiota	1	0	0	0	0	0
GCF_003315245.1	Pseudomonadota	1	0	0	0	0	0
GCF_003315295.1	Bacillota	1	0	0	0	0	0
GCF_003315405.1	Actinomycetota	0	0	1	0	0	0
GCF_003315415.1	Actinomycetota	0	0	0	0	0	0
GCF_003315595.1	Bacteroidota	1	0	0	0	0	0
GCF_003315755.1	Bacillota	1	0	0	0	0	0
GCF_003317055.1	Bacillota	1	0	0	0	0	0
GCF_003323745.1	Actinomycetota	0	0	1	0	0	0
GCF_003323815.1	Pseudomonadota	0	0	0	1	0	0
GCF_003325375.1	Actinomycetota	0	0	1	0	0	0
GCF_003325455.1	Actinomycetota	0	0	1	1	0	0
GCF_003325475.1	Pseudomonadota	0	0	0	1	0	0
GCF_003327285.1	Actinomycetota	0	0	1	0	0	0
GCF_003330725.1	Acidobacteriota	1	0	0	0	0	0
GCF_003330785.1	Pseudomonadota	0	0	0	1	0	0
GCF_003330825.1	Pseudomonadota	0	0	0	1	0	0
GCF_003332275.1	Pseudomonadota	0	0	0	1	0	0
GCF_003332325.1	Mycoplasmatota	0	0	0	0	0	0
GCF_003336365.1	Bacillota	1	0	0	0	0	0
GCF_003336745.1	Deinococcota	1	0	0	0	0	0
GCF_003336755.1	Pseudomonadota	1	0	0	0	0	0
GCF_003337275.1	Pseudomonadota	0	0	0	1	0	0
GCF_003337305.1	Bacteroidota	1	0	0	0	0	0
GCF_003337315.1	Bacillota	1	1	0	0	0	0
GCF_003337355.1	Bacillota	1	0	0	0	0	0
GCF_003337375.1	Bacillota	1	0	0	0	0	0
GCF_003337415.1	Bacillota	1	0	0	0	0	0
GCF_003337425.1	Pseudomonadota	1	0	0	0	0	0
GCF_003337435.1	Bacteroidota	0	0	0	0	0	0
GCF_003337485.1	Bacillota	1	0	0	0	0	0
GCF_003337555.1	Pseudomonadota	0	0	0	1	0	1
GCF_003337565.1	Pseudomonadota	1	0	0	0	0	0
GCF_003337575.1	Pseudomonadota	1	0	0	0	0	0
GCF_003337715.1	Pseudomonadota	1	0	0	0	0	0
GCF_003337735.1	Pseudomonadota	1	0	0	0	0	0
GCF_003339525.1	Pseudomonadota	1	0	0	0	0	0
GCF_003339775.1	Mycoplasmatota	0	0	0	0	0	0
GCF_003340385.1	Actinomycetota	1	0	0	0	0	0
GCF_003344445.1	Actinomycetota	0	0	1	0	0	0
GCF_003344535.1	Bacillota	1	0	0	0	0	0
GCF_003344925.1	Bacteroidota	1	0	0	0	0	0
GCF_003344965.1	Actinomycetota	0	0	1	0	0	0
GCF_003345255.1	Pseudomonadota	0	0	0	0	0	0
GCF_003346515.1	Actinomycetota	0	0	1	0	1	0
GCF_003346755.1	Pseudomonadota	0	0	0	0	0	0
GCF_003346775.1	Pseudomonadota	0	0	0	0	0	0
GCF_003346815.1	Pseudomonadota	0	0	0	0	0	0
GCF_003347095.1	Pseudomonadota	0	0	0	1	0	0
GCF_003347665.1	Pseudomonadota	1	0	0	0	0	0
GCF_003349965.1	Bacteroidota	0	0	0	0	0	0
GCF_003350005.1	Pseudomonadota	0	0	0	1	0	0
GCF_003350205.1	Pseudomonadota	1	0	0	0	0	0
GCF_003350325.1	Pseudomonadota	0	0	0	1	0	0
GCF_003350405.1	Pseudomonadota	1	1	0	0	0	0
GCF_003350445.1	Actinomycetota	0	0	1	0	0	0
GCF_003350475.1	Pseudomonadota	0	0	0	1	0	0
GCF_003350505.1	Bacillota	1	0	0	0	0	0
GCF_003350525.1	Actinomycetota	0	0	1	1	0	0
GCF_003350535.1	Pseudomonadota	1	0	0	0	0	0
GCF_003350545.1	Bacteroidota	1	0	0	0	0	0
GCF_003350585.1	Actinomycetota	0	0	1	1	0	0
GCF_003350925.1	Pseudomonadota	0	0	0	1	0	0
GCF_003351175.1	Pseudomonadota	1	0	0	0	0	0
GCF_003351225.1	Pseudomonadota	0	0	0	1	0	0
GCF_003351545.1	Pseudomonadota	0	0	0	0	0	0
GCF_003351565.1	Pseudomonadota	0	0	0	0	0	0
GCF_003352165.1	Pseudomonadota	1	0	0	0	0	0
GCF_003352185.1	Pseudomonadota	0	0	0	1	0	0
GCF_003353425.1	Bacteroidota	1	0	0	0	0	0
GCF_003355195.1	Pseudomonadota	0	0	0	0	0	0
GCF_003355455.1	Pseudomonadota	0	0	0	0	0	0
GCF_003355475.1	Actinomycetota	0	0	1	0	0	0
GCF_003355495.1	Pseudomonadota	0	0	0	1	0	0
GCF_003355515.1	Pseudomonadota	0	0	0	0	0	0
GCF_003363015.1	Pseudomonadota	0	0	0	1	0	0
GCF_003363155.1	Pseudomonadota	0	0	0	1	0	0
GCF_003363265.1	Pseudomonadota	0	0	0	1	0	0
GCF_003363715.1	Bacteroidota	1	0	0	0	0	0
GCF_003363775.1	Mycoplasmatota	0	0	0	0	0	0
GCF_003367315.1	Pseudomonadota	0	0	0	1	0	0
GCF_003367375.1	Pseudomonadota	0	0	0	0	0	0
GCF_003367395.1	Pseudomonadota	1	0	0	0	0	0
GCF_003367705.1	Actinomycetota	0	0	1	0	0	0
GCF_003367905.1	Bacillota	1	0	0	0	0	0
GCF_003368325.1	Pseudomonadota	0	0	0	1	0	0
GCF_003369565.1	Bacillota	1	0	0	0	0	0
GCF_003369575.1	Bacillota	1	0	0	0	0	0
GCF_003382565.2	Pseudomonadota	0	0	0	1	0	0
GCF_003383595.3	Mycoplasmatota	0	0	0	0	0	0
GCF_003384935.1	Bacteroidota	1	0	0	0	0	0
GCF_003385115.1	Bacteroidota	1	0	0	0	0	0
GCF_003385555.1	Pseudomonadota	1	0	0	0	0	0
GCF_003385775.1	Pseudomonadota	1	0	0	0	0	0
GCF_003385845.1	Pseudomonadota	0	0	0	0	0	0
GCF_003385895.1	Bacteroidota	1	0	0	0	0	0
GCF_003385955.1	Pseudomonadota	1	1	0	0	0	0
GCF_003386095.1	Bacteroidota	1	1	0	0	0	0
GCF_003386165.1	Bacteroidota	1	0	0	0	0	0
GCF_003386195.1	Bacteroidota	1	0	0	0	0	0
GCF_003386205.1	Bacillota	1	0	0	0	0	0
GCF_003386235.1	Bacillota	1	0	0	0	0	0
GCF_003386535.1	Bacillota	1	0	0	0	0	0
GCF_003386675.1	Actinomycetota	0	0	1	0	0	0
GCF_003387095.1	Pseudomonadota	1	0	0	0	0	0
GCF_003387165.1	Bacillota	1	0	0	0	0	0
GCF_003387375.1	Pseudomonadota	0	0	0	1	0	0
GCF_003387535.1	Pseudomonadota	0	0	0	1	0	0
GCF_003387615.1	Bacteroidota	0	0	0	0	0	0
GCF_003391135.1	Actinomycetota	0	0	1	0	0	0
GCF_003391255.1	Pseudomonadota	0	0	0	1	0	0
GCF_003402975.1	Bacteroidota	1	0	0	0	0	0
GCF_003403095.1	Pseudomonadota	1	0	0	0	0	0
GCF_003403135.1	Pseudomonadota	0	0	0	1	0	0
GCF_003410415.1	Bacillota	1	0	0	0	0	0
GCF_003423665.1	Bacillota	1	0	0	0	0	0
GCF_003428925.1	Actinomycetota	0	0	1	0	0	0
GCF_003429285.1	Pseudomonadota	0	0	0	1	0	0
GCF_003429505.1	Spirochaetota	0	0	0	1	0	0
GCF_003429565.1	Actinomycetota	0	0	1	0	0	0
GCF_003431825.1	Pseudomonadota	1	0	0	0	0	0
GCF_003432035.1	Bacillota	1	0	0	0	0	0
GCF_003433335.1	Bacteroidota	1	0	0	0	0	0
GCF_003433515.1	Pseudomonadota	0	0	0	0	0	0
GCF_003433955.1	Bacillota	1	0	0	0	0	0
